module,key,en,ko,ja,zh-Hant,th,id,fr,de,es,it,pt,tr,ru,ar
auth,terms_dialog_placeholder_body,The full text of this agreement is being prepared with care. We'll share it here once it's ready. In the meantime you can continue safely.,약관 본문이 정성껏 준비되고 있어요. 준비가 끝나면 이 곳에서 바로 보여드릴게요. 그동안에도 안심하고 이어가실 수 있어요.,規約の本文を丁寧にご準備しております。整いましたらこちらにてご案内いたします。それまでも安心してお進みいただけます。,我們正在用心準備約定的完整內容，準備好後會在此呈現給您。在此期間您也可以安心繼續。,เนื้อหาฉบับเต็มของข้อตกลงนี้กำลังจัดเตรียมอย่างพิถีพิถัน เมื่อพร้อมแล้วเราจะนำมาแสดงที่นี่ ระหว่างนี้คุณสามารถใช้งานต่อได้อย่างสบายใจ,Teks lengkap perjanjian ini sedang disiapkan dengan saksama. Kami akan menampilkannya di sini begitu siap. Sementara itu Anda dapat melanjutkan dengan tenang.,Le texte complet de cet accord est en cours de préparation avec soin. Nous le partagerons ici dès qu'il sera prêt. En attendant vous pouvez continuer en toute sérénité.,Der vollständige Text dieser Vereinbarung wird sorgfältig vorbereitet. Wir teilen ihn hier mit Ihnen sobald er bereit ist. In der Zwischenzeit können Sie beruhigt weitermachen.,El texto completo de este acuerdo se está preparando con cuidado. Lo compartiremos aquí en cuanto esté listo. Mientras tanto puedes continuar con tranquilidad.,Il testo completo di questo accordo è in fase di preparazione con cura. Lo condivideremo qui non appena sarà pronto. Nel frattempo puoi continuare serenamente.,O texto completo deste acordo está sendo preparado com cuidado. Vamos compartilhá-lo aqui assim que estiver pronto. Enquanto isso você pode continuar com tranquilidade.,Bu sözleşmenin tam metni özenle hazırlanıyor. Hazır olduğunda burada paylaşacağız. O zamana kadar içiniz rahat şekilde devam edebilirsiniz.,Полный текст этого соглашения сейчас бережно готовится. Мы покажем его здесь как только он будет готов. А пока вы можете спокойно продолжать.,يجري إعداد النص الكامل لهذا الاتفاق بعناية. سنعرضه هنا بمجرد أن يكون جاهزًا. وفي هذه الأثناء يمكنك المتابعة باطمئنان.
auth,# Round-1 — Region/Age self-declaration per region (1a) — DEPRECATED round-1n C15: per-region matrix replaced by single 18+ baseline (signup_consent_age_18plus_acknowledgement),,,,,,,,,,,,,,
auth,# DEPRECATED signup_consent_age_kr (Auth Baseline C15 2026-06-16 — KR 14+ per-region copy deprecated; 18+ integrated baseline adopted),,,,,,,,,,,,,,
auth,# signup_consent_age_kr,만 14세 이상입니다,만 14세 이상입니다,14歳以上です,我已年滿 14 歲,ฉันอายุ 14 ปีขึ้นไป,Saya berusia 14 tahun atau lebih,J'ai 14 ans ou plus,Ich bin 14 Jahre oder älter,Tengo 14 años o más,Ho 14 anni o più,Tenho 14 anos ou mais,14 yaşında veya daha büyüğüm,Мне 14 лет или больше,عمري 14 عامًا أو أكثر
auth,# DEPRECATED signup_consent_age_us (Auth Baseline C15 2026-06-16 — US 18+ per-region copy deprecated; 18+ integrated baseline adopted),,,,,,,,,,,,,,
auth,# signup_consent_age_us,I am 18 or older,I am 18 or older,18歳以上です,我已年滿 18 歲,ฉันอายุ 18 ปีขึ้นไป,Saya berusia 18 tahun atau lebih,J'ai 18 ans ou plus,Ich bin 18 Jahre oder älter,Tengo 18 años o más,Ho 18 anni o più,Tenho 18 anos ou mais,18 yaşında veya daha büyüğüm,Мне 18 лет или больше,عمري 18 عامًا أو أكثر
auth,# DEPRECATED signup_consent_age_jp (Auth Baseline C15 2026-06-16 — JP 18+ per-region copy deprecated; 18+ integrated baseline adopted),,,,,,,,,,,,,,
auth,# signup_consent_age_jp,私は18歳以上です,만 18세 이상입니다,私は18歳以上です,我已年滿 18 歲,ฉันอายุ 18 ปีขึ้นไป,Saya berusia 18 tahun atau lebih,J'ai 18 ans ou plus,Ich bin 18 Jahre oder älter,Tengo 18 años o más,Ho 18 anni o più,Tenho 18 anos ou mais,18 yaşında veya daha büyüğüm,Мне 18 лет или больше,عمري 18 عامًا أو أكثر
auth,# Round-1 — Region SegmentedControl labels (1a) — DEPRECATED round-1n C15: user-facing region self-declaration stage removed,,,,,,,,,,,,,,
auth,# DEPRECATED signup_region_kr (Auth Baseline C15 2026-06-16 — region picker deprecated; users.region sourced from backend IP/locale inference),,,,,,,,,,,,,,
auth,# signup_region_kr,대한민국,대한민국,大韓民国,韓國,เกาหลีใต้,Korea Selatan,Corée du Sud,Südkorea,Corea del Sur,Corea del Sud,Coreia do Sul,Güney Kore,Южная Корея,كوريا الجنوبية
auth,# DEPRECATED signup_region_us (Auth Baseline C15 2026-06-16),,,,,,,,,,,,,,
auth,# signup_region_us,United States,미국,アメリカ,美國,สหรัฐอเมริกา,Amerika Serikat,États-Unis,USA,Estados Unidos,Stati Uniti,Estados Unidos,Amerika Birleşik Devletleri,США,الولايات المتحدة
auth,# DEPRECATED signup_region_jp (Auth Baseline C15 2026-06-16),,,,,,,,,,,,,,
auth,# signup_region_jp,日本,일본,日本,日本,ญี่ปุ่น,Jepang,Japon,Japan,Japón,Giappone,Japão,Japonya,Япония,اليابان
auth,# DEPRECATED signup_region_eu_deferred (Auth Baseline C15 2026-06-16 — EU deferred status unchanged; region picker stage itself deprecated),,,,,,,,,,,,,,
auth,# signup_region_eu_deferred,EU (Coming soon),EU (곧 만나요),EU（もうすぐ）,EU（即將推出）,EU (เร็วๆ นี้),EU (Segera hadir),UE (Bientôt disponible),EU (Demnächst),UE (Próximamente),UE (Presto disponibile),UE (Em breve),AB (Yakında),ЕС (Скоро),الاتحاد الأوروبي (قريبًا)
auth,# Round-1n — Integrated 18+ self-declared baseline (C15 2026-06-16: replaces per-region age matrix),,,,,,,,,,,,,,
auth,signup_consent_age_18plus_acknowledgement,I am 18 or older,만 18세 이상입니다,18歳以上です,我已年滿 18 歲,ฉันอายุ 18 ปีขึ้นไป,Saya berusia 18 tahun atau lebih,J'ai 18 ans ou plus,Ich bin 18 Jahre oder älter,Tengo 18 años o más,Ho 18 anni o più,Tenho 18 anos ou mais,18 yaşında veya daha büyüğüm,Мне 18 лет или больше,عمري 18 عامًا أو أكثر
auth,# Round-1 — SSO mandatory email registration screen (1f, R-AUTH-DTL-43),,,,,,,,,,,,,,
auth,signup_sso_email_required_title,Please also register your email,이메일도 함께 등록해 주세요,メールアドレスも合わせてご登録ください,也請一起登錄電子郵件,กรุณาลงทะเบียนอีเมลด้วยเช่นกัน,Silakan daftarkan email Anda juga,Veuillez également enregistrer votre e-mail,Bitte registrieren Sie auch Ihre E-Mail,Por favor registre también su correo,Registra anche la tua email,Registre também seu e-mail,Lütfen e-postanızı da kaydedin,Пожалуйста зарегистрируйте также почту,يرجى تسجيل بريدك الإلكتروني أيضًا
auth,signup_sso_email_required_body,So your family moments are always protected with peace of mind...,안심하고 가족 영상을 계속 보호할 수 있도록...,ご家族の映像をいつも安心してお守りできるよう...,為了能持續安心保護家庭影像...,เพื่อให้คุณปกป้องวิดีโอครอบครัวได้อย่างสบายใจเสมอ...,Agar momen keluarga Anda selalu terlindungi dengan tenang...,Pour que vos moments en famille soient toujours protégés en toute sérénité...,Damit Ihre Familienmomente stets sicher geschützt sind...,Para que tus momentos familiares estén siempre protegidos con tranquilidad...,Per proteggere sempre i tuoi momenti di famiglia con serenità...,Para que seus momentos em família estejam sempre protegidos com tranquilidade...,Aile anlarınızın her zaman güvenle korunması için...,Чтобы ваши семейные моменты всегда были надёжно защищены...,حتى تكون لحظاتك العائلية محمية دائمًا باطمئنان...
auth,signup_sso_email_required_input_label,Email,이메일,メールアドレス,電子郵件,อีเมล,Email,E-mail,E-Mail,Correo electrónico,Email,E-mail,E-posta,Эл. почта,البريد الإلكتروني
auth,signup_sso_email_required_input_helper_relay,Apple's private relay email carries a risk of losing access. Please use your real email.,Apple 비공개 이메일은 분실 위험이 있어요. 실제 이메일을 사용해 주세요.,Appleの非公開メールはアクセスを失うリスクがあります。実際のメールアドレスをご使用ください。,Apple 私隱郵件有遺失存取的風險，請使用您的真實電子郵件。,อีเมล Apple Relay มีความเสี่ยงที่จะสูญเสียการเข้าถึง กรุณาใช้อีเมลจริงของคุณ,Email relay Apple berisiko kehilangan akses. Gunakan email asli Anda.,L'e-mail privé d'Apple comporte un risque de perte d'accès. Veuillez utiliser votre vrai e-mail.,Die private Apple-E-Mail birgt das Risiko des Zugriffsverlusts. Bitte verwenden Sie Ihre echte E-Mail.,El correo privado de Apple conlleva riesgo de perder el acceso. Use su correo real.,L'email privata di Apple comporta il rischio di perdere l'accesso. Usa la tua email reale.,O e-mail privado da Apple traz risco de perda de acesso. Use seu e-mail real.,Apple'ın özel e-postası erişim kaybı riski taşır. Gerçek e-postanızı kullanın.,Приватная почта Apple несёт риск потери доступа. Используйте свою настоящую почту.,بريد Apple الخاص ينطوي على خطر فقدان الوصول. يرجى استخدام بريدك الحقيقي.
auth,signup_sso_email_required_input_helper,Please share your email for identity verification.,본인 확인용 이메일을 알려주세요.,ご本人確認用のメールアドレスをお教えください。,請提供您的身份驗證電子郵件。,กรุณาแจ้งอีเมลสำหรับยืนยันตัวตน,Silakan berikan email untuk verifikasi identitas.,Veuillez indiquer votre e-mail pour la vérification d'identité.,Bitte geben Sie Ihre E-Mail zur Identitätsbestätigung an.,Comparte tu correo para verificar tu identidad.,Condividi la tua email per la verifica dell'identità.,Informe seu e-mail para verificação de identidade.,Kimlik doğrulama için e-postanızı belirtin.,Укажите почту для подтверждения личности.,يرجى مشاركة بريدك الإلكتروني للتحقق من الهوية.
auth,signup_sso_email_required_cta,Send verification email,확인 메일 받기,確認メールを受け取る,接收確認郵件,รับอีเมลยืนยัน,Terima email konfirmasi,Recevoir l'e-mail de confirmation,Bestätigungs-E-Mail erhalten,Recibir correo de confirmación,Ricevi e-mail di conferma,Receber e-mail de confirmação,Onay e-postası al,Получить письмо с подтверждением,استلام بريد التحقق
auth,# Round-1 — Dialog content (1bc, 5 dialogs),,,,,,,,,,,,,,
auth,dialog_apple_private_relay_title,Apple Private Relay detected,Apple 비공개 이메일이 감지됐어요,Apple非公開メールが検出されました,偵測到 Apple 私隱郵件,ตรวจพบ Apple Private Relay,Email relay Apple terdeteksi,E-mail privé Apple détecté,Apple-Relay-E-Mail erkannt,Se detectó Apple Private Relay,Rilevato Apple Private Relay,Apple Private Relay detectado,Apple Private Relay algılandı,Обнаружен Apple Private Relay,تم اكتشاف Apple Private Relay
